,heading1label,heading1titletext,heading2titletext,marginalnotetext_x,sectionlabel,sectiontext,subsectionlabel,subsectiontext,marginalnotetext_y,paragraphLabel,paragraphText,subparagraphLabel,subparagraphText,clauseLabel,clauseText,subclauseLabel,subclauseText
6014,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(b),the organization’s admission of responsibility for the act or omission that forms the basis of the offence;,,,,,,
6015,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(c),"an indication of the obligation for the organization to provide any other information that will assist in identifying any person involved in the act or omission, or any wrongdoing related to that act or omission, that the organization becomes aware of, or can obtain through reasonable efforts, after the agreement has been entered into;",,,,,,
6016,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(d),"an indication of the obligation for the organization to cooperate in any investigation, prosecution or other proceeding in Canada — or elsewhere if the prosecutor considers it appropriate — resulting from the act or omission, including by providing information or testimony;",,,,,,
6935,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(e),"with respect to any property, benefit or advantage identified in the agreement that was obtained or derived directly or indirectly from the act or omission, an obligation for the organization to",(i),"forfeit it to Her Majesty in right of Canada, to be disposed of in accordance with paragraph 4(1)(b.2) of the Seized Property Management Act,",,,,
6936,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(e),"with respect to any property, benefit or advantage identified in the agreement that was obtained or derived directly or indirectly from the act or omission, an obligation for the organization to",(ii),"forfeit it to Her Majesty in right of a province, to be disposed of as the Attorney General directs, or",,,,
6937,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(e),"with respect to any property, benefit or advantage identified in the agreement that was obtained or derived directly or indirectly from the act or omission, an obligation for the organization to",(iii),"otherwise deal with it, as the prosecutor directs;",,,,
6017,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(f),"an indication of the obligation for the organization to pay a penalty to the Receiver General or to the treasurer of a province, as the case may be, for each offence to which the agreement applies, the amount to be paid and any other terms respecting payment;",,,,,,
6018,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(g),"an indication of any reparations, including restitution consistent with paragraph 738(1)(a) or (b), that the organization is required to make to a victim or a statement by the prosecutor of the reasons why reparations to a victim are not appropriate in the circumstances and an indication of any measure required in lieu of reparations to a victim;",,,,,,
6019,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(h),"an indication of the obligation for the organization to pay a victim surcharge for each offence to which the agreement applies, other than an offence under section 3 or 4 of the Corruption of Foreign Public Officials Act, the amount to be paid and any other terms respecting payment;",,,,,,
6020,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(i),an indication of the obligation for the organization to report to the prosecutor on the implementation of the agreement and an indication of the manner in which the report is to be made and any other terms respecting reporting;,,,,,,
6021,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(j),an indication of the legal effects of the agreement;,,,,,,
6022,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(k),an acknowledgement by the organization that the agreement has been made in good faith and that the information it has provided during the negotiation is accurate and complete and a commitment that it will continue to provide accurate and complete information while the agreement is in force;,,,,,,
6023,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(l),"an indication of the use that can be made of information obtained as a result of the agreement, subject to subsection (2);",,,,,,
6024,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(m),a warning that the breach of any term of the agreement may lead to an application by the prosecutor for termination of the agreement and a recommencement of proceedings;,,,,,,
6025,PART XXII.01,Remote Attendance by Certain Persons,Judge or Justice,Mandatory contents of agreement,715.34,,(1),A remediation agreement must include,,(n),"an indication of the obligation for the organization not to deduct, for income tax purposes, the costs of any reparations or other measures referred to in paragraph (g) or any other costs incurred to fulfil the terms of the agreement;",,,,,,
